Year,County,Condition,"Rate per 100,000"
2009,Alexandria (city),Malaria,2.7
2009,Alexandria (city),Pertussis,4.0
2009,Alexandria (city),Salmonellosis,6.7
2009,Alexandria (city),Shigellosis,2.7
2009,Alexandria (city),Spotted Fever Rickettsiosis (including RMSF),0.7
2009,Alexandria (city),"Streptococcus pneumoniae, invasive (age lt 5)",0.7
2009,Alexandria (city),"Streptococcus, Group A, invasive",2.0
2009,Alexandria (city),Tuberculosis,8.7
2009,Alexandria (city),Varicella (Chickenpox),4.0
2009,Alexandria (city),"Vibriosis, non-cholera",0.7
2009,Alexandria (city),West Nile infection,0.7
2009,Arlington,Amebiasis,0.5
2009,Arlington,Campylobacteriosis,12.0
2009,Arlington,Cryptosporidiosis,0.9
2009,Arlington,"Escherichia coli infection, Shiga Toxin-Producing",1.4
2009,Arlington,Giardiasis,16.1
2009,Arlington,"Haemophilus influenzae, invasive",0.9
2009,Arlington,Hepatitis A,0.9
2009,Arlington,"Hepatitis B, acute",2.8
2009,Arlington,"Hepatitis B, chronic",39.5
2009,Arlington,"Hepatitis C, chronic",74.9
2009,Arlington,"Lead, elevated levels",4.1
2009,Arlington,Legionellosis,0.5
2009,Arlington,Lyme disease,14.3
2009,Arlington,Malaria,2.3
2009,Arlington,Mumps,0.5
2009,Arlington,Pertussis,4.1
2009,Arlington,Salmonellosis,12.4
2009,Arlington,Shigellosis,4.6
2009,Arlington,"Streptococcus, Group A, invasive",2.3
2009,Arlington,Tuberculosis,8.7
2009,Arlington,Typhoid fever (Salmonella typhi),0.5
2009,Arlington,Varicella (Chickenpox),6.4
2009,Arlington,"Vibriosis, non-cholera",0.5
2009,Fairfax,Amebiasis,0.7
2009,Fairfax,Anaplasma/Ehrlichiosis,0.1
2009,Fairfax,Botulism,0.1
2009,Fairfax,Campylobacteriosis,11.7
2009,Fairfax,Cryptosporidiosis,1.8
2009,Fairfax,"Escherichia coli infection, Shiga Toxin-Producing",2.6
2009,Fairfax,Giardiasis,9.0
2009,Fairfax,"Haemophilus influenzae, invasive",0.9
2009,Fairfax,Hepatitis A,1.0
2009,Fairfax,"Hepatitis B, acute",0.4
2009,Fairfax,"Hepatitis B, chronic",38.7
2009,Fairfax,"Hepatitis C, acute",0.1
2009,Fairfax,"Hepatitis C, chronic",43.9
2009,Fairfax,"Lead, elevated levels",3.1
2009,Fairfax,Legionellosis,0.6
2009,Fairfax,Lyme disease,24.9
2009,Fairfax,Malaria,1.5
2009,Fairfax,Meningococcal disease,0.1
2009,Fairfax,Pertussis,2.9
2009,Fairfax,Salmonellosis,10.6
2009,Fairfax,Shigellosis,2.4
2009,Fairfax,Spotted Fever Rickettsiosis (including RMSF),0.6
2009,Fairfax,"Streptococcus pneumoniae, invasive (age lt 5)",0.3
2009,Fairfax,"Streptococcus, Group A, invasive",1.3
2009,Fairfax,Tuberculosis,7.8
2009,Fairfax,Typhoid fever (Salmonella typhi),0.2
2009,Fairfax,Varicella (Chickenpox),6.2
2009,Fairfax,West Nile infection,0.1
2009,Fairfax,Yersiniosis,0.1
2009,Fairfax (city),"Hepatitis C, chronic",16.2
2009,Fairfax (city),Legionellosis,4.1
2009,Fairfax (city),Pertussis,4.1
2009,Fairfax (city),Salmonellosis,4.1
2009,Fairfax (city),Shigellosis,4.1
2009,Fairfax (city),Tuberculosis,12.2
2009,Falls Church (city),"Hepatitis B, chronic",16.7
2009,Falls Church (city),"Hepatitis C, chronic",8.4
2009,Falls Church (city),"Lead, elevated levels",8.4
2009,Falls Church (city),Lyme disease,16.7
2009,Falls Church (city),Tuberculosis,8.4
2009,Loudoun,Amebiasis,1.0
2009,Loudoun,Anaplasma/Ehrlichiosis,0.3
2009,Loudoun,Campylobacteriosis,11.0
2009,Loudoun,"Escherichia coli infection, Shiga Toxin-Producing",4.0
2009,Loudoun,Giardiasis,7.0
2009,Loudoun,"Haemophilus influenzae, invasive",0.3
2009,Loudoun,Hepatitis A,1.3
2009,Loudoun,"Hepatitis B, acute",0.7
2009,Loudoun,"Hepatitis B, chronic",34.2
2009,Loudoun,"Hepatitis C, chronic",38.2
2009,Loudoun,"Lead, elevated levels",1.0
2009,Loudoun,Legionellosis,1.0
2009,Loudoun,Lyme disease,66.7
2009,Loudoun,Malaria,1.3
2009,Loudoun,Pertussis,2.0
2009,Loudoun,Salmonellosis,19.6
2009,Loudoun,Shigellosis,1.7
2009,Loudoun,"Streptococcus pneumoniae, invasive (age lt 5)",0.3
2009,Loudoun,Tuberculosis,5.0
2009,Loudoun,Typhoid fever (Salmonella typhi),1.3
2009,Loudoun,Varicella (Chickenpox),16.3
2009,Loudoun,"Vibriosis, non-cholera",0.3
2009,Manassas (city),Campylobacteriosis,2.7
2009,Manassas (city),"Escherichia coli infection, Shiga Toxin-Producing",2.7
2009,Manassas (city),Giardiasis,16.4
2009,Manassas (city),"Hepatitis B, chronic",16.4
2009,Manassas (city),"Hepatitis C, acute",2.7
2009,Manassas (city),"Hepatitis C, chronic",27.4
2009,Manassas (city),Legionellosis,2.7
2009,Manassas (city),Lyme disease,5.5
2009,Manassas (city),Salmonellosis,8.2
2009,Manassas (city),Shigellosis,2.7
2009,Manassas (city),Varicella (Chickenpox),2.7
2009,Manassas (city),West Nile infection,2.7
2009,Manassas Park (city),Giardiasis,8.3
2009,Manassas Park (city),Hepatitis A,16.6
2009,Manassas Park (city),"Hepatitis B, chronic",24.9
2009,Manassas Park (city),"Hepatitis C, chronic",16.6
2009,Manassas Park (city),Lyme disease,41.5
2009,Manassas Park (city),Salmonellosis,8.3
2009,Prince William,Amebiasis,0.3
2009,Prince William,Anaplasma/Ehrlichiosis,0.3
2009,Prince William,Campylobacteriosis,6.9
2009,Prince William,Cryptosporidiosis,1.6
2009,Prince William,"Escherichia coli infection, Shiga Toxin-Producing",3.7
2009,Prince William,Giardiasis,2.4
2009,Prince William,"Haemophilus influenzae, invasive",0.5
2009,Prince William,Hepatitis A,0.8
2009,Prince William,"Hepatitis B, acute",1.1
2009,Prince William,"Hepatitis B, chronic",18.7
2009,Prince William,"Hepatitis C, chronic",49.6
2009,Prince William,"Lead, elevated levels",2.6
2009,Prince William,Listeriosis,0.3
2009,Prince William,Lyme disease,12.4
2009,Prince William,Malaria,3.4
2009,Prince William,Measles,0.3
2009,Prince William,Meningococcal disease,0.3
2009,Prince William,Pertussis,1.8
2009,Prince William,Salmonellosis,17.1
2009,Prince William,Shigellosis,4.2
2009,Prince William,Spotted Fever Rickettsiosis (including RMSF),0.8
2009,Prince William,"Streptococcus pneumoniae, invasive (age lt 5)",0.8
2009,Prince William,"Streptococcus, Group A, invasive",1.1
2009,Prince William,Tuberculosis,6.6
2009,Prince William,Varicella (Chickenpox),8.2
2009,Prince William,"Vibriosis, non-cholera",0.3
2009,Prince William,Yersiniosis,0.3
2009,Augusta,Campylobacteriosis,38.9
2009,Augusta,"Escherichia coli infection, Shiga Toxin-Producing",6.9
2009,Augusta,Giardiasis,9.7
2009,Augusta,"Haemophilus influenzae, invasive",6.9
2009,Augusta,"Hepatitis B, chronic",2.8
2009,Augusta,"Hepatitis C, chronic",126.4
2009,Augusta,Listeriosis,1.4
2009,Augusta,Lyme disease,20.8
2009,Augusta,Pertussis,4.2
2009,Augusta,Salmonellosis,22.2
2009,Augusta,Shigellosis,1.4
2009,Augusta,"Streptococcus pneumoniae, invasive (age lt 5)",1.4
2009,Augusta,"Streptococcus, Group A, invasive",9.7
2009,Augusta,Varicella (Chickenpox),8.3
2009,Augusta,"Vibriosis, non-cholera",1.4
2009,Bath,Campylobacteriosis,89.2
2009,Bath,"Hepatitis B, chronic",22.3
2009,Bath,"Hepatitis C, chronic",111.6
2009,Buena Vista (city),Campylobacteriosis,16.1
2009,Buena Vista (city),Salmonellosis,32.1
2009,Buena Vista (city),"Streptococcus, Group A, invasive",16.1
2009,Harrisonburg (city),Campylobacteriosis,2.2
2009,Harrisonburg (city),Cryptosporidiosis,2.2
2009,Harrisonburg (city),"Escherichia coli infection, Shiga Toxin-Producing",6.6
2009,Harrisonburg (city),Giardiasis,11.1
2009,Harrisonburg (city),"Haemophilus influenzae, invasive",2.2
2009,Harrisonburg (city),"Hepatitis B, chronic",8.9
2009,Harrisonburg (city),"Hepatitis C, chronic",66.5
2009,Harrisonburg (city),"Lead, elevated levels",6.6
2009,Harrisonburg (city),Legionellosis,2.2
2009,Harrisonburg (city),Lyme disease,8.9
2009,Harrisonburg (city),Salmonellosis,4.4
2009,Harrisonburg (city),Shigellosis,8.9
2009,Harrisonburg (city),"Streptococcus pneumoniae, invasive (age lt 5)",4.4
2009,Harrisonburg (city),"Streptococcus, Group A, invasive",4.4
2009,Harrisonburg (city),Tuberculosis,2.2
2009,Harrisonburg (city),Varicella (Chickenpox),11.1
2009,Harrisonburg (city),"Vibriosis, non-cholera",2.2
2009,Highland,Campylobacteriosis,42.8
2009,Highland,Giardiasis,85.5
2009,Highland,"Haemophilus influenzae, invasive",42.8
2009,Highland,"Hepatitis C, chronic",85.5
2009,Highland,Salmonellosis,42.8
2009,Lexington (city),"Hepatitis C, chronic",29.0
2009,Lexington (city),Lyme disease,29.0
2009,Rockbridge,Campylobacteriosis,18.8
2009,Rockbridge,"Hepatitis B, chronic",4.7
2009,Rockbridge,"Hepatitis C, chronic",28.2
2009,Rockbridge,Lyme disease,23.5
2009,Rockbridge,Pertussis,14.1
2009,Rockbridge,Salmonellosis,18.8
2009,Rockbridge,Tuberculosis,4.7
2009,Rockbridge,Yersiniosis,9.4
2009,Rockingham,Anaplasma/Ehrlichiosis,1.3
2009,Rockingham,Campylobacteriosis,12.0
2009,Rockingham,"Escherichia coli infection, Shiga Toxin-Producing",8.0
2009,Rockingham,Giardiasis,2.7
2009,Rockingham,"Haemophilus influenzae, invasive",2.7
2009,Rockingham,"Hepatitis B, chronic",5.3
2009,Rockingham,"Hepatitis C, chronic",89.2
2009,Rockingham,"Lead, elevated levels",6.7
2009,Rockingham,Legionellosis,8.0
2009,Rockingham,Lyme disease,18.6
2009,Rockingham,Pertussis,1.3
2009,Rockingham,Salmonellosis,9.3
2009,Rockingham,Shigellosis,6.7
2009,Rockingham,Spotted Fever Rickettsiosis (including RMSF),1.3
2009,Rockingham,"Streptococcus, Group A, invasive",2.7
2009,Rockingham,Tuberculosis,8.0
2009,Rockingham,Varicella (Chickenpox),33.3
2009,Rockingham,Varicella (Chickenpox),1.3
2009,Rockingham,West Nile infection,1.3
2009,Staunton (city),Campylobacteriosis,4.2
2009,Staunton (city),"Escherichia coli infection, Shiga Toxin-Producing",4.2
2009,Staunton (city),Giardiasis,8.4
2009,Staunton (city),"Hepatitis C, chronic",46.1
2009,Staunton (city),"Lead, elevated levels",8.4
2009,Staunton (city),Salmonellosis,4.2
2009,Staunton (city),"Streptococcus, Group A, invasive",4.2
2009,Staunton (city),Varicella (Chickenpox),4.2
2009,Waynesboro (city),Campylobacteriosis,18.0
2009,Waynesboro (city),"Escherichia coli infection, Shiga Toxin-Producing",4.5
2009,Waynesboro (city),Giardiasis,9.0
2009,Waynesboro (city),"Hepatitis C, chronic",80.9
2009,Waynesboro (city),"Lead, elevated levels",13.5
2009,Waynesboro (city),Lyme disease,4.5
2009,Waynesboro (city),Pertussis,4.5
2009,Waynesboro (city),Salmonellosis,9.0
2009,Waynesboro (city),Shigellosis,13.5
2009,Waynesboro (city),"Streptococcus, Group A, invasive",4.5
2009,Waynesboro (city),Tuberculosis,4.5
2009,Waynesboro (city),Varicella (Chickenpox),58.5
2009,Clarke,Botulism,6.9
2009,Clarke,Campylobacteriosis,20.6
2009,Clarke,Cyclosporiosis,6.9
2009,Clarke,Giardiasis,6.9
2009,Clarke,"Hepatitis B, acute",6.9
2009,Clarke,"Hepatitis B, chronic",6.9
2009,Clarke,"Hepatitis C, chronic",20.6
2009,Clarke,"Lead, elevated levels",13.7
2009,Clarke,Lyme disease,61.7
2009,Clarke,Pertussis,6.9
2009,Clarke,Salmonellosis,13.7
2009,Frederick,Campylobacteriosis,26.7
2009,Frederick,Cryptosporidiosis,1.3
2009,Frederick,"Escherichia coli infection, Shiga Toxin-Producing",1.3
2009,Frederick,Giardiasis,1.3
2009,Frederick,"Haemophilus influenzae, invasive",4.0
2009,Frederick,"Hepatitis B, acute",6.7
2009,Frederick,"Hepatitis B, chronic",2.7
2009,Frederick,"Hepatitis C, chronic",33.3
2009,Frederick,"Lead, elevated levels",1.3
2009,Frederick,Lyme disease,21.3
2009,Frederick,Q fever,1.3
2009,Frederick,Salmonellosis,30.7
2009,Frederick,Shigellosis,6.7
2009,Frederick,Spotted Fever Rickettsiosis (including RMSF),2.7
2009,Frederick,"Streptococcus pneumoniae, invasive (age lt 5)",1.3
2009,Frederick,"Streptococcus, Group A, invasive",2.7
2009,Frederick,Varicella (Chickenpox),14.7
2009,Page,Campylobacteriosis,16.6
2009,Page,"Haemophilus influenzae, invasive",4.2
2009,Page,"Hepatitis C, chronic",20.8
2009,Page,Lyme disease,20.8
2009,Page,Pertussis,4.2
2009,Page,Salmonellosis,16.6
2009,Page,Varicella (Chickenpox),249.3
2009,Shenandoah,Amebiasis,2.4
2009,Shenandoah,Campylobacteriosis,24.4
2009,Shenandoah,Cryptosporidiosis,7.3
2009,Shenandoah,"Escherichia coli infection, Shiga Toxin-Producing",4.9
2009,Shenandoah,Giardiasis,4.9
2009,Shenandoah,"Hepatitis C, chronic",24.4
2009,Shenandoah,Lyme disease,26.8
2009,Shenandoah,Pertussis,2.4
2009,Shenandoah,Salmonellosis,19.5
2009,Shenandoah,Spotted Fever Rickettsiosis (including RMSF),4.9
2009,Shenandoah,"Streptococcus, Group A, invasive",7.3
2009,Shenandoah,Varicella (Chickenpox),26.8
2009,Warren,Campylobacteriosis,5.4
2009,Warren,Cryptosporidiosis,8.2
2009,Warren,Giardiasis,5.4
2009,Warren,"Hepatitis B, chronic",2.7
2009,Warren,"Hepatitis C, chronic",46.3
2009,Warren,"Lead, elevated levels",5.4
2009,Warren,Lyme disease,13.6
2009,Warren,Salmonellosis,13.6
2009,Warren,Shigellosis,2.7
2009,Warren,"Streptococcus, Group A, invasive",2.7
2009,Warren,Varicella (Chickenpox),13.6
2009,Warren,"Vibriosis, non-cholera",2.7
2009,Winchester (city),"Hepatitis B, chronic",3.8
2009,Winchester (city),"Hepatitis C, chronic",87.4
2009,Winchester (city),"Lead, elevated levels",19.0
2009,Winchester (city),Varicella (Chickenpox),7.6
2009,Caroline,Campylobacteriosis,3.6
2009,Caroline,Giardiasis,3.6
2009,Caroline,"Hepatitis B, chronic",10.8
2009,Caroline,"Hepatitis C, chronic",104.1
2009,Caroline,"Lead, elevated levels",7.2
2009,Caroline,Legionellosis,3.6
2009,Caroline,Salmonellosis,10.8
2009,Caroline,Shigellosis,3.6
2009,Caroline,Spotted Fever Rickettsiosis (including RMSF),3.6
2009,Caroline,"Streptococcus, Group A, invasive",7.2
2009,Caroline,Varicella (Chickenpox),7.2
2009,Fredericksburg (city),Amebiasis,4.3
2009,Fredericksburg (city),Anaplasma/Ehrlichiosis,4.3
2009,Fredericksburg (city),Campylobacteriosis,4.3
2009,Fredericksburg (city),Giardiasis,43.1
2009,Fredericksburg (city),"Haemophilus influenzae, invasive",4.3
2009,Fredericksburg (city),"Hepatitis B, chronic",34.5
2009,Fredericksburg (city),"Hepatitis C, acute",4.3
2009,Fredericksburg (city),"Hepatitis C, chronic",176.8
2009,Fredericksburg (city),"Lead, elevated levels",12.9
2009,Fredericksburg (city),Legionellosis,4.3
2009,Fredericksburg (city),Salmonellosis,12.9
2009,Fredericksburg (city),Tuberculosis,4.3
2009,King George,Anaplasma/Ehrlichiosis,8.5
2009,King George,Campylobacteriosis,4.2
2009,King George,"Escherichia coli infection, Shiga Toxin-Producing",4.2
2009,King George,Giardiasis,8.5
2009,King George,"Hepatitis B, chronic",8.5
2009,King George,"Hepatitis C, chronic",21.2
2009,King George,"Lead, elevated levels",4.2
2009,King George,Salmonellosis,4.2
2009,King George,Varicella (Chickenpox),12.7
2009,Spotsylvania,Anaplasma/Ehrlichiosis,3.3
2009,Spotsylvania,Campylobacteriosis,13.2
2009,Spotsylvania,"Escherichia coli infection, Shiga Toxin-Producing",3.3
2009,Spotsylvania,Giardiasis,9.1
2009,Spotsylvania,"Haemophilus influenzae, invasive",3.3
2009,Spotsylvania,Hepatitis A,0.8
2009,Spotsylvania,"Hepatitis B, chronic",5.8
2009,Spotsylvania,"Hepatitis C, chronic",36.4
2009,Spotsylvania,"Lead, elevated levels",4.1
2009,Spotsylvania,Legionellosis,2.5
2009,Spotsylvania,Lyme disease,5.8
2009,Spotsylvania,Malaria,0.8
2009,Spotsylvania,Meningococcal disease,0.8
2009,Spotsylvania,Pertussis,2.5
2009,Spotsylvania,Salmonellosis,13.2
2009,Spotsylvania,Shigellosis,4.1
2009,Spotsylvania,Spotted Fever Rickettsiosis (including RMSF),0.8
2009,Spotsylvania,"Streptococcus pneumoniae, invasive (age lt 5)",1.7
2009,Spotsylvania,"Streptococcus, Group A, invasive",1.7
2009,Spotsylvania,Tuberculosis,1.7
2009,Spotsylvania,Varicella (Chickenpox),5.0
2009,Stafford,Anaplasma/Ehrlichiosis,1.6
2009,Stafford,Campylobacteriosis,9.7
2009,Stafford,Cryptosporidiosis,0.8
2009,Stafford,Giardiasis,7.2
2009,Stafford,"Haemophilus influenzae, invasive",0.8
2009,Stafford,Hepatitis A,1.6
2009,Stafford,"Hepatitis B, acute",0.8
2009,Stafford,"Hepatitis B, chronic",9.7
2009,Stafford,"Hepatitis C, chronic",46.7
2009,Stafford,"Lead, elevated levels",3.2
2009,Stafford,Legionellosis,1.6
2009,Stafford,Lyme disease,3.2
2009,Stafford,Pertussis,2.4
2009,Stafford,Salmonellosis,12.9
2009,Stafford,Shigellosis,5.6
2009,Stafford,"Streptococcus pneumoniae, invasive (age lt 5)",0.8
2009,Stafford,"Streptococcus, Group A, invasive",3.2
2009,Stafford,Tuberculosis,2.4
2009,Stafford,Varicella (Chickenpox),1.6
2009,Culpeper,Anaplasma/Ehrlichiosis,4.3
2009,Culpeper,Botulism,2.2
2009,Culpeper,Campylobacteriosis,6.5
2009,Culpeper,Cryptosporidiosis,2.2
2009,Culpeper,"Escherichia coli infection, Shiga Toxin-Producing",2.2
2009,Culpeper,Giardiasis,4.3
2009,Culpeper,"Hepatitis B, chronic",10.8
2009,Culpeper,"Hepatitis C, chronic",30.1
2009,Culpeper,"Lead, elevated levels",4.3
2009,Culpeper,Lyme disease,19.4
2009,Culpeper,Salmonellosis,15.1
2009,Culpeper,Shigellosis,4.3
2009,Culpeper,"Streptococcus pneumoniae, invasive (age lt 5)",2.2
2009,Culpeper,Varicella (Chickenpox),4.3
2009,Fauquier,Campylobacteriosis,7.4
2009,Fauquier,"Escherichia coli infection, Shiga Toxin-Producing",4.4
2009,Fauquier,"Haemophilus influenzae, invasive",2.9
2009,Fauquier,"Hepatitis B, chronic",7.4
2009,Fauquier,"Hepatitis C, chronic",57.3
2009,Fauquier,"Lead, elevated levels",5.9
2009,Fauquier,Lyme disease,41.2
2009,Fauquier,Pertussis,1.5
2009,Fauquier,Salmonellosis,22.1
2009,Fauquier,Shigellosis,4.4
2009,Fauquier,Spotted Fever Rickettsiosis (including RMSF),1.5
2009,Fauquier,"Streptococcus pneumoniae, invasive (age lt 5)",2.9
2009,Fauquier,"Streptococcus, Group A, invasive",2.9
2009,Fauquier,Tuberculosis,1.5
2009,Fauquier,Varicella (Chickenpox),1.5
2009,Fauquier,"Vibriosis, non-cholera",1.5
2009,Madison,"Escherichia coli infection, Shiga Toxin-Producing",14.6
2009,Madison,"Hepatitis C, chronic",36.5
2009,Madison,Lyme disease,21.9
2009,Madison,Pertussis,7.3
2009,Madison,Salmonellosis,14.6
2009,Madison,West Nile infection,7.3
2009,Orange,Anaplasma/Ehrlichiosis,6.0
2009,Orange,Campylobacteriosis,17.9
2009,Orange,Cryptosporidiosis,3.0
2009,Orange,Giardiasis,3.0
2009,Orange,"Hepatitis B, chronic",3.0
2009,Orange,"Hepatitis C, chronic",62.5
2009,Orange,Lyme disease,6.0
2009,Orange,Pertussis,3.0
2009,Orange,Salmonellosis,17.9
2009,Orange,Spotted Fever Rickettsiosis (including RMSF),3.0
2009,Rappahannock,Campylobacteriosis,14.2
2009,Rappahannock,"Hepatitis C, chronic",56.9
2009,Rappahannock,"Lead, elevated levels",28.4
2009,Rappahannock,Lyme disease,71.1
2009,Rappahannock,Spotted Fever Rickettsiosis (including RMSF),14.2
2009,Albemarle,Anaplasma/Ehrlichiosis,6.3
2009,Albemarle,Campylobacteriosis,9.5
2009,Albemarle,Cryptosporidiosis,4.2
2009,Albemarle,"Escherichia coli infection, Shiga Toxin-Producing",3.2
2009,Albemarle,Giardiasis,16.9
2009,Albemarle,"Haemophilus influenzae, invasive",2.1
2009,Albemarle,Hepatitis A,2.1
2009,Albemarle,"Hepatitis B, chronic",14.8
2009,Albemarle,"Hepatitis C, chronic",39.0
2009,Albemarle,"Lead, elevated levels",2.1
2009,Albemarle,Legionellosis,2.1
2009,Albemarle,Lyme disease,31.6
2009,Albemarle,Malaria,1.1
2009,Albemarle,Mumps,1.1
2009,Albemarle,Pertussis,9.5
2009,Albemarle,Salmonellosis,13.7
2009,Albemarle,Shigellosis,4.2
2009,Albemarle,Spotted Fever Rickettsiosis (including RMSF),3.2
2009,Albemarle,"Streptococcus pneumoniae, invasive (age lt 5)",1.1
2009,Albemarle,"Streptococcus, Group A, invasive",5.3
2009,Albemarle,Tuberculosis,2.1
2009,Albemarle,Varicella (Chickenpox),20.0
2009,Charlottesville (city),Anaplasma/Ehrlichiosis,4.7
2009,Charlottesville (city),Campylobacteriosis,7.1
2009,Charlottesville (city),Cryptosporidiosis,4.7
2009,Charlottesville (city),"Escherichia coli infection, Shiga Toxin-Producing",9.5
2009,Charlottesville (city),Giardiasis,35.5
2009,Charlottesville (city),"Hepatitis B, acute",4.7
2009,Charlottesville (city),"Hepatitis B, chronic",49.7
2009,Charlottesville (city),"Hepatitis C, chronic",125.5
2009,Charlottesville (city),"Lead, elevated levels",16.6
2009,Charlottesville (city),Legionellosis,2.4
2009,Charlottesville (city),Lyme disease,30.8
2009,Charlottesville (city),Malaria,2.4
2009,Charlottesville (city),Meningococcal disease,2.4
2009,Charlottesville (city),Mumps,2.4
2009,Charlottesville (city),Pertussis,11.8
2009,Charlottesville (city),Salmonellosis,26.1
2009,Charlottesville (city),Shigellosis,4.7
2009,Charlottesville (city),Tuberculosis,9.5
2009,Charlottesville (city),Varicella (Chickenpox),42.6
2009,Fluvanna,Anaplasma/Ehrlichiosis,3.9
2009,Fluvanna,Campylobacteriosis,11.7
2009,Fluvanna,Cryptosporidiosis,3.9
2009,Fluvanna,"Hepatitis B, chronic",31.1
2009,Fluvanna,"Hepatitis C, chronic",338.1
2009,Fluvanna,Lyme disease,19.4
2009,Fluvanna,Pertussis,7.8
2009,Fluvanna,Salmonellosis,85.5
2009,Fluvanna,Tuberculosis,3.9
2009,Fluvanna,Tuberculosis,3.9
2009,Fluvanna,Varicella (Chickenpox),7.8
2009,Greene,Campylobacteriosis,16.3
2009,Greene,Cryptosporidiosis,16.3
2009,Greene,Giardiasis,5.4
2009,Greene,"Hepatitis C, chronic",54.3
2009,Greene,Lyme disease,54.3
2009,Greene,Pertussis,16.3
2009,Greene,Spotted Fever Rickettsiosis (including RMSF),5.4
